name,resident_advisor_url,appearances,venues,latest_event,energy,experimental,melodic,dark,organic,vocal,depth,classic,genres,scenes,moods,description,similar_artists,soundcloud_url,spotify_id
Bapari,https://ra.co/events/2162243,1,TORTE BAR,2025-05-21T00:00:00.000,0.83,0.03,0.65,0.53,0.95,0.64,0.82,0.75,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Maara,https://ra.co/events/2162243,2,"TORTE BAR, MUENZE",2025-05-21T00:00:00.000,0.56,0.04,0.49,0.05,0.59,0.24,0.98,0.86,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
NORA (1),https://ra.co/events/2162243,1,TORTE BAR,2025-05-21T00:00:00.000,0.29,0.89,0.89,0.49,0.67,0.6,0.9,0.53,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bam Bam's Boogie,https://ra.co/events/2172455,1,Panke,2025-05-21T00:00:00.000,0.48,0.99,0.44,0.7,0.3,0.69,0.2,0.17,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Mikadoo (2),https://ra.co/events/2171676,1,M-BIA,2025-05-21T00:00:00.000,0.18,0.14,0.03,0.75,0.04,0.6,0.19,0.94,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
theis.de,https://ra.co/events/2171676,1,M-BIA,2025-05-21T00:00:00.000,0.84,0.27,0.19,0.34,0.41,0.55,0.69,0.45,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Pyrame,https://ra.co/events/2128703,1,Minimal Bar,2025-05-21T00:00:00.000,0.97,0.03,0.8,0.03,0.81,0.81,0.06,0.45,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Strobe,https://ra.co/events/2174227,1,Lauschangriff,2025-05-21T00:00:00.000,0.77,0.68,0.89,0.87,0.09,0.3,0.97,0.59,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
4BLISS#,https://ra.co/events/2174227,2,"Lauschangriff, AVA Club",2025-05-21T00:00:00.000,0.5,0.67,1.0,0.15,0.58,0.6,0.06,0.6,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
The Kiss,https://ra.co/events/2174227,1,Lauschangriff,2025-05-21T00:00:00.000,0.54,0.29,0.38,0.49,0.73,0.84,0.01,0.49,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Benua,https://ra.co/events/2174227,1,Lauschangriff,2025-05-21T00:00:00.000,0.26,0.5,0.82,0.02,0.17,0.65,0.15,0.53,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
doob,https://ra.co/events/2169119,1,Klunkerkranich,2025-05-21T00:00:00.000,0.24,0.09,0.56,0.02,0.31,0.05,0.86,0.29,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Janoma,https://ra.co/events/2169119,1,Klunkerkranich,2025-05-21T00:00:00.000,0.71,0.7,0.04,0.16,0.49,0.8,0.99,0.44,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DJ EFE,https://ra.co/events/2174519,1,Zu Mir Oder Zu Dir,2025-05-21T00:00:00.000,0.94,0.39,0.51,0.68,0.53,0.5,0.76,0.64,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Franeva,https://ra.co/events/2174519,1,Zu Mir Oder Zu Dir,2025-05-21T00:00:00.000,0.11,0.9,0.86,0.56,0.15,0.23,0.4,0.17,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
MissVergnügen,https://ra.co/events/2164572,1,Eschschloraque,2025-05-21T00:00:00.000,0.06,0.83,0.41,0.62,0.63,0.25,0.12,0.06,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Alejandro Mosso,https://ra.co/events/2169926,1,Illuseum,2025-05-21T00:00:00.000,0.58,0.53,0.96,0.73,0.77,0.58,0.55,0.95,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
OCD,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.82,0.9,0.67,0.14,0.47,0.31,0.24,0.1,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ANDHRAY,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.51,0.13,0.87,0.23,0.07,0.82,0.83,0.36,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Axciid,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.9,0.41,0.86,0.59,0.99,0.37,0.78,0.51,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
KLEA,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.22,0.44,0.3,0.54,0.29,0.93,0.21,0.3,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
DE.fine,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.65,0.35,0.26,0.99,0.15,0.96,0.87,0.97,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
GLASSBASS,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.5,0.25,0.49,0.01,0.21,0.48,0.22,0.32,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Lady Goccia,https://ra.co/events/2073530,1,ÆDEN,2025-05-22T00:00:00.000,0.55,0.4,0.15,0.1,0.17,0.34,0.32,0.55,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
David August,https://ra.co/events/2027039,1,ZENNER,2025-05-22T00:00:00.000,0.28,0.34,0.95,0.05,0.24,0.65,0.86,0.51,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Enyang Ha,https://ra.co/events/2027039,1,ZENNER,2025-05-22T00:00:00.000,0.9,0.96,0.09,0.53,0.47,0.33,0.16,0.78,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Julliana Kiddo,https://ra.co/events/2071156,1,KitKatClub,2025-05-22T00:00:00.000,0.51,0.51,0.44,0.26,0.48,0.2,0.12,0.14,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
LAURIX (DE),https://ra.co/events/2071156,1,KitKatClub,2025-05-22T00:00:00.000,0.13,0.88,0.58,0.34,0.49,0.69,0.34,0.4,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Joe Shmoo,https://ra.co/events/2071156,1,KitKatClub,2025-05-22T00:00:00.000,1.0,0.37,0.02,0.4,0.38,0.21,0.41,0.15,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Limoncello,https://ra.co/events/2071156,1,KitKatClub,2025-05-22T00:00:00.000,0.51,0.93,0.94,0.67,0.49,0.39,1.0,0.12,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Vanta V Black,https://ra.co/events/2156382,1,Giri,2025-05-22T00:00:00.000,0.51,0.03,0.46,0.93,0.31,0.31,0.79,0.16,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Helina,https://ra.co/events/2156382,1,Giri,2025-05-22T00:00:00.000,0.12,0.04,0.76,0.46,0.35,0.6,0.25,0.09,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Idu Berg,https://ra.co/events/2135658,1,OXI,2025-05-22T00:00:00.000,0.61,0.77,0.57,0.3,0.98,0.92,0.98,0.75,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Ponygirl,https://ra.co/events/2135658,1,OXI,2025-05-22T00:00:00.000,0.9,0.15,0.3,0.24,0.41,0.96,0.62,0.62,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Schicktanz,https://ra.co/events/2135658,1,OXI,2025-05-22T00:00:00.000,0.21,0.15,0.99,0.85,0.25,0.19,0.52,0.29,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Vysion,https://ra.co/events/2135658,1,OXI,2025-05-22T00:00:00.000,0.1,0.53,0.72,0.97,0.63,0.69,0.99,0.5,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Bconscious,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.05,0.61,0.8,0.86,0.02,0.75,0.95,0.68,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
CTSD,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.53,0.52,0.18,0.81,0.99,0.85,0.03,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Zona Interdunar,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.84,0.82,0.41,0.26,0.28,0.96,0.53,0.57,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
jo:af,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.15,0.03,0.06,0.43,0.21,0.47,0.55,0.55,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Erosive,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.66,0.57,0.03,0.79,0.97,0.36,0.28,0.18,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Skrei,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.91,0.29,0.5,0.7,0.9,0.57,0.72,0.63,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Vū,https://ra.co/events/2114191,1,OHM,2025-05-22T00:00:00.000,0.35,0.88,0.17,0.99,0.32,0.49,0.92,0.05,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Tommahawk,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.21,0.17,0.48,0.54,0.1,0.33,0.11,0.88,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Leon Licht,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.67,0.56,0.16,0.27,0.17,0.17,0.22,0.0,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Memo.,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.59,0.43,0.05,0.09,0.76,0.69,0.26,0.93,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
ADAMN,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.6,0.62,0.29,0.15,0.52,0.55,0.54,0.82,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
K.EULE,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.11,0.76,0.23,0.82,0.53,0.35,0.17,0.19,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Oscar Wandel,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.05,0.23,0.57,0.34,0.03,0.01,0.62,0.67,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Moto Moto,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.44,0.07,0.72,0.86,0.64,0.41,0.91,0.05,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Susi & Proll,https://ra.co/events/2113912,1,Renate,2025-05-22T00:00:00.000,0.15,0.57,1.0,0.12,0.37,0.61,0.38,0.54,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
upsammy,https://ra.co/events/2140569,1,Silent Green,2025-05-22T00:00:00.000,0.38,0.85,0.38,0.5,0.66,0.84,0.15,0.82,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
Andriy K.,https://ra.co/events/2140569,1,Silent Green,2025-05-22T00:00:00.000,0.09,0.47,0.56,0.83,0.01,0.6,0.81,0.82,"Techno:0.8, House:0.4, Minimal:0.3","Berlin Techno:0.9, Detroit Techno:0.3","Dark:0.7, Hypnotic:0.8","This artist is known for deep, hypnotic techno with industrial influences.","Artist1, Artist2, Artist3",https://soundcloud.com/example,spotify:artist:123456789
